t_i,t_j,dp_x,dp_y,dp_z,dv_x,dv_y,dv_z,dq_w,dq_x,dq_y,dq_z,omega_i_x,omega_i_y,omega_i_z,omega_j_x,omega_j_y,omega_j_z,feature_count,track_success,inlier_ratio,feature_dispersion,reproj_error_px,blur_indicator,reflection_indicator,preint_residual
0.5,0.55,0.037773064769694435,0.0016079328927314778,-0.0005630024149700218,0.7554612953938881,0.03215865785462953,-0.011260048299400426,0.9999999974593297,0.0,0.0,7.128352278337563e-05,3.573478305325454e-05,0.001983882647218052,0.01503253252358321,2.7500190753188474e-05,0.0020137698384058923,0.015019038465720533,192,0.9998753654233627,0.8917091025030297,0.8793683043459785,0.6038815010270326,0.06232607156745404,0.09767847930966811,0.020104967654407946
0.55,0.6000000000000001,0.03689767443342594,0.0009611527867223512,0.000196727472569275,0.7379534886685182,0.019223055734447006,0.0039345494513854965,0.9999999980962476,0.0,0.0,-6.170498141641278e-05,2.7500190753188474e-05,0.0020137698384058923,0.015019038465720533,8.108244199758637e-05,0.001992971834869311,0.014997423148507327,177,0.9518762317797798,0.9484530443324045,0.8823146382892967,0.6488282539226884,0.04896333233989098,0.06731406588017914,0.018680441906062207
0.6000000000000001,0.65,0.0376337097277406,0.0016876214400946348,-0.00015260136040021953,0.752674194554813,0.03375242880189274,-0.0030520272080043946,0.9999999968115635,0.0,0.0,-7.985532594959467e-05,8.108244199758637e-05,0.001992971834869311,0.014997423148507327,7.046524209068663e-05,0.0019612145539348747,0.014979674888002868,189,0.9098724484153459,0.9338332573419017,0.8592801460692727,0.6246988499397592,0.10777839342581962,0.06626931770817195,0.017610524464554106
0.65,0.7000000000000001,0.0375696582448348,0.0016893149587099263,-0.0004019758142586541,0.7513931648966953,0.033786299174198495,-0.008039516285173074,0.9999999993713464,0.0,0.0,-3.545852811214537e-05,7.046524209068663e-05,0.0019612145539348747,0.014979674888002868,3.306426111660029e-05,0.0020336138848304347,0.015032867884951149,178,0.9462731285114246,0.8590506262367812,0.8214491714784592,0.6886081857102324,0.09173281136300471,0.06972652785646637,0.022419990151245822
0.7000000000000001,0.75,0.03798964269468234,0.001535177149894131,0.0005281041834191847,0.7597928538936478,0.03070354299788266,0.010562083668383708,0.9999999858879817,0.0,0.0,0.0001680001086763099,3.306426111660029e-05,0.0020336138848304347,0.015032867884951149,4.623448739731525e-05,0.0019889527126912814,0.014994130658628145,187,0.9177114228877078,0.9184846020348849,0.8788725360021565,0.6725884158049931,0.08393172060454591,0.04447368629976958,0.02190401842700249
0.75,0.8,0.03746173764720713,0.0022450687891038975,0.0004892654547929665,0.749234752944142,0.04490137578207791,0.009785309095859321,0.9999999985840992,0.0,0.0,-5.3214675664254536e-05,4.623448739731525e-05,0.0019889527126912814,0.014994130658628145,2.4374711604550615e-05,0.002007778872296761,0.01502073196996833,187,0.9685051205074829,0.9022226048677084,0.8573505227853299,0.6694338102266963,0.016981582649090735,0.04070917290791057,0.020941726746326626
0.8,0.8500000000000001,0.0380975605709456,0.0012918630387852223,4.22503937179134e-05,0.7619512114189113,0.025837260775704425,0.0008450078743582673,0.9999999953278443,0.0,0.0,9.666597803739337e-05,2.4374711604550615e-05,0.002007778872296761,0.01502073196996833,6.216199935282195e-05,0.002069046105109806,0.015025752937011697,185,0.8896798974854728,0.8600607731134131,0.8558376788087863,0.6510106350904933,0.08396951358519597,0.03719337138957918,0.01759785702500539
0.8500000000000001,0.9,0.037665208977066475,0.0011412146370641382,0.0001719672497288465,0.7533041795413304,0.022824292741282795,0.0034393449945769343,0.9999999853620033,0.0,0.0,0.00017110228867689065,6.216199935282195e-05,0.002069046105109806,0.015025752937011697,4.987531078831647e-05,0.001977238196518124,0.014995448837780586,182,0.97055331029932,0.901665603972466,0.8834582863210279,0.5455412528946942,0.025745922702797366,0.02987881767051152,0.0218022098372161
0.9,0.9500000000000001,0.03793839664408552,0.0018757336349555804,-0.00015758339111304043,0.7587679328817097,0.03751467269911157,-0.003151667822260806,0.9999999991600597,0.0,0.0,4.098634718923011e-05,4.987531078831647e-05,0.001977238196518124,0.014995448837780586,6.749341344213002e-05,0.0020005039223986577,0.015010676906103741,174,0.9500831084425566,0.8924453997155788,0.8697295246260875,0.6016287093235841,0.03631733596973698,0.02048143287521041,0.02246411141056496
0.9500000000000001,1.0,0.03774037504175939,0.0021947479682871618,0.00013169340219550032,0.7548075008351888,0.043894959365743294,0.00263386804391001,0.9999999996507957,0.0,0.0,2.642742389298255e-05,6.749341344213002e-05,0.0020005039223986577,0.015010676906103741,8.321079817232755e-05,0.002001644976698991,0.015031279544897923,200,0.9019516687924317,0.9235437992410135,0.852404548503493,0.5704224330175258,0.12814052685443744,0.07725450011318141,0.021234318879597567
1.0,1.05,0.037002263631693615,0.0012983487867474647,-0.00013200701606637895,0.7400452726338717,0.02596697573494927,-0.0026401403213275765,0.9999999986526236,0.0,0.0,-5.1911009945439544e-05,8.321079817232755e-05,0.002001644976698991,0.015031279544897923,7.330611724239471e-05,0.0019965909053043865,0.015044704636549031,180,0.9815938714708351,0.9153573593887161,0.8486424920305224,0.5945521998491737,0.07334435940531339,0.0851410516933658,0.02001720030736344
1.05,1.1,0.038054917959835816,0.0011947288571590125,6.610907544507025e-05,0.7610983591967156,0.023894577143180232,0.0013221815089014038,0.9999999995305751,0.0,0.0,-3.064065571181788e-05,7.330611724239471e-05,0.0019965909053043865,0.015044704636549031,5.732206988332301e-05,0.001983722649333996,0.015023934496141688,177,0.9686321498461784,0.9148145751604889,0.8644371636754309,0.658426502044011,0.02305544992678308,0.035378916735348355,0.01823353268081852
1.1,1.1500000000000001,0.03683610270153926,0.0014382726870992818,0.00010562841238867532,0.7367220540307845,0.02876545374198561,0.0021125682477735044,0.9999999969556416,0.0,0.0,-7.803023086323018e-05,5.732206988332301e-05,0.001983722649333996,0.015023934496141688,7.989402024655474e-05,0.0019589015279127438,0.015018435172713713,185,0.9685348626586885,0.8710670743153989,0.9017424280465053,0.4860422704473977,0.048834448352257,0.008562525803116068,0.018708322360801447
1.1500000000000001,1.2000000000000002,0.03752095363059232,0.0012749806973594213,-0.0005065829479655838,0.7504190726118457,0.025499613947188405,-0.010131658959311668,0.9999999940526517,0.0,0.0,-0.00010906281016919645,7.989402024655474e-05,0.0019589015279127438,0.015018435172713713,5.250562714027958e-05,0.002020950924062823,0.015005513135586774,183,0.9695465044357451,0.8983009331207304,0.8427723248150122,0.5367723936803415,0.07046574932256025,0.03678159718689476,0.018608747235018652
1.2000000000000002,1.25,0.037533321255747314,0.0016823300144773886,-0.00018152896019422217,0.750666425114949,0.03364660028954789,-0.0036305792038844563,0.9999999963820886,0.0,0.0,-8.50636391471462e-05,5.250562714027958e-05,0.002020950924062823,0.015005513135586774,8.794277638587514e-05,0.0020098651281914427,0.015007164822955584,185,0.9528325320650815,0.913687772750149,0.8494041981898232,0.6642564452946426,0.05746659494414435,0.0684761655031785,0.01455844908297599
1.25,1.3,0.03750665097576338,0.0014733117855763034,-0.0002961978405928591,0.750133019515267,0.029466235711526043,-0.005923956811857176,0.9999999964550337,0.0,0.0,-8.420173704650067e-05,8.794277638587514e-05,0.0020098651281914427,0.015007164822955584,8.888592133656817e-05,0.0019913663554863323,0.015018748927084494,190,0.9461449926705776,0.8890924601607634,0.8360156182513068,0.6314859837643199,0.04971488423893286,0.028482675127931675,0.017686072268322976
1.3,1.35,0.037045253725316696,0.0008468123574344789,-6.286563147860214e-05,0.7409050745063332,0.016936247148689562,-0.0012573126295720416,0.9999999964082349,0.0,0.0,-8.475570856882446e-05,8.888592133656817e-05,0.0019913663554863323,0.015018748927084494,0.00010974311042166633,0.002001537325383125,0.01498242014098789,186,0.9484061214924062,0.9324415518675628,0.8691695103425784,0.6892652520274596,0.027882011955833667,0.01582410105711475,0.022213242536791095
1.35,1.4000000000000001,0.03747979202987413,0.0015344943993179806,0.00045630604691384674,0.749595840597482,0.030689887986359583,0.009126120938276926,0.9999999710126142,0.0,0.0,0.00024077950652482202,0.00010974311042166633,0.002001537325383125,0.01498242014098789,8.49753254999766e-05,0.002006528829472759,0.015046562812636277,185,0.958246287088383,0.8726683875109509,0.8546386274090861,0.7064803070935943,0.0062603042763199335,0.03389495796313431,0.009838616150909665
1.4000000000000001,1.4500000000000002,0.038125722695592626,0.001285390495751165,-0.0004508718116413559,0.7625144539118519,0.025707809915023278,-0.00901743623282711,0.9999999788043987,0.0,0.0,-0.00020589123867429253,8.49753254999766e-05,0.002006528829472759,0.015046562812636277,6.490019607920775e-05,0.002017671247362325,0.014988495695975847,175,0.9227550491022054,0.9359411690755739,0.8267190684159264,0.6485336600719727,0.0,0.047826256892696845,0.019955579567066076
1.4500000000000002,1.5,0.03729743372847093,0.0011052691282118852,0.00042085164156743695,0.7459486745694212,0.02210538256423778,0.008417032831348769,0.9999999963352545,0.0,0.0,-8.561244713138694e-05,6.490019607920775e-05,0.002017671247362325,0.014988495695975847,0.0001223338450789939,0.0019641587985454833,0.015017414448522714,180,0.9476046466827526,0.9179014105869591,0.8762148239788548,0.6848983609698669,0.04721805654876169,0.0,0.016936933221514735
1.5,1.55,0.03782591233727864,0.002365004643682241,-0.0003994336479865848,0.7565182467455721,0.04730009287364478,-0.007988672959731689,0.9999999986747824,0.0,0.0,-5.14823777867544e-05,0.0001223338450789939,0.0019641587985454833,0.015017414448522714,0.00010266678859970298,0.001997280453814846,0.015018727714191875,171,0.9495210914083808,0.9026697273685467,0.8316347041937328,0.6730310384726907,0.0808373025406771,0.0,0.018258527560921854
1.55,1.6,0.0377779430008604,0.0016964230510675216,0.0005019497760939089,0.7555588600172074,0.0339284610213504,0.01003899552187817,0.9999999981178943,0.0,0.0,-6.135316944700121e-05,0.00010266678859970298,0.001997280453814846,0.015018727714191875,9.849180404531702e-05,0.0020048635734341387,0.01504944531113221,189,0.9727283705385362,0.8888653486224947,0.8674972685165616,0.5654906062277056,0.06859164133084489,0.04056692530587683,0.019335429582934518
1.6,1.6500000000000001,0.0369796834932072,0.00167625603213481,-0.00042860696955887464,0.7395936698641432,0.03352512064269617,-0.008572139391177486,0.999999992331278,0.0,0.0,-0.000123844434002744,9.849180404531702e-05,0.0020048635734341387,0.01504944531113221,8.593672171632318e-05,0.001995362908828047,0.015044350354498774,193,0.9490748945304203,0.9440346369169605,0.8380963680856839,0.5290800695357704,0.07076852666039878,0.011910238050818908,0.009711333507553354
1.6500000000000001,1.7000000000000002,0.03734509760982536,0.001869313270268993,4.256013426160036e-05,0.7469019521965065,0.03738626540537983,0.0008512026852320065,0.9999999868923388,0.0,0.0,-0.00016191146398795278,8.593672171632318e-05,0.001995362908828047,0.015044350354498774,8.276321748570918e-05,0.0019953770181252812,0.015045028893922893,179,0.9040272659113229,0.9278710558685802,0.8640387265835756,0.543135017163759,0.11757408569185034,0.03298263553378562,0.023591531148619376
1.7000000000000002,1.75,0.03748383246761603,0.0017120901222891709,0.0009498281438999492,0.7496766493523233,0.03424180244578354,0.018996562877999053,0.999999995714875,0.0,0.0,-9.257564439938577e-05,8.276321748570918e-05,0.0019953770181252812,0.015045028893922893,0.00010394239229168496,0.0020116021416417434,0.015029134317113437,183,0.9260495190871776,0.9171703588496044,0.8518910951702063,0.6312543834570228,0.03664314494280459,0.07760415844091698,0.01700837074291262
1.75,1.8,0.037111484105766035,0.0021385478849770653,0.0001662676144383265,0.74222968211532,0.04277095769954127,0.003325352288766527,0.9999999931006687,0.0,0.0,0.00011746770864645127,0.00010394239229168496,0.0020116021416417434,0.015029134317113437,0.00010597317939459596,0.0020038222575736926,0.01504152004820737,192,0.9202551535334526,0.9118896690982751,0.8513861911321585,0.6183115162359992,0.06802492559991592,0.031841555335519106,0.017751274592418466
1.8,1.85,0.038219198761006365,0.0014405172590787824,-5.5069786154209464e-05,0.7643839752201266,0.028810345181575624,-0.0011013957230841883,0.9999999971483462,0.0,0.0,-7.552024555669326e-05,0.00010597317939459596,0.0020038222575736926,0.01504152004820737,0.00011209185599577495,0.002018083752120649,0.01501128968675937,177,0.8963520431950461,0.9080992438729252,0.8432310796388356,0.6603869650201276,0.0,0.02492118507039564,0.014500510083443536
1.85,1.9000000000000001,0.03749341811306833,0.0010687645759157203,0.00027263672995483387,0.749868362261366,0.021375291518314386,0.005452734599096672,0.9999999949994265,0.0,0.0,0.00010000573455993935,0.00011209185599577495,0.002018083752120649,0.01501128968675937,0.00012887839599810645,0.0019754245792423684,0.015013178059761007,187,0.9037672357036655,0.9077851520268228,0.854188543378292,0.7062554639714902,0.03213997429467843,0.01311924958042604,0.018730334641326424
1.9000000000000001,1.9500000000000002,0.03763748079961367,0.001152980034133538,0.00020779037335583937,0.7527496159922727,0.023059600682670742,0.004155807467116784,0.9999999997947666,0.0,0.0,2.0259981432456084e-05,0.00012887839599810645,0.0019754245792423684,0.015013178059761007,0.00010910929544906517,0.001973928392469668,0.015049058220131258,187,0.9141293755223661,0.8602839741536509,0.8263996173779896,0.548061112010211,0.045690971985329586,2.5605319387903003e-06,0.012331419595995548
1.9500000000000002,2.0,0.03737905572666547,0.001224831153555935,0.0004461104556702942,0.7475811145333121,0.024496623071118787,0.008922209113405915,0.9999999812938697,0.0,0.0,-0.00019342249140811944,0.00010910929544906517,0.001973928392469668,0.015049058220131258,0.00017502396430590597,0.002008701872259482,0.01504131405847647,192,0.8952600185250315,0.9284247832631652,0.8472016527436322,0.6594402950167092,0.06068852986610577,0.0593025406350666,0.01974409930974167
2.0,2.0500000000000003,0.03778288257032088,0.0018546769396071987,-0.0005825796998130611,0.7556576514064135,0.037093538792143776,-0.01165159399626116,0.9999999997969719,0.0,0.0,2.015083871843776e-05,0.00017502396430590597,0.002008701872259482,0.01504131405847647,0.00013401319129475076,0.0020273779976858323,0.015011543569682644,188,0.9481088905852608,0.9428523224824531,0.8518762250512114,0.6140553103363534,0.03007770840710282,0.07990526464515431,0.021359048203899448
2.0500000000000003,2.1,0.03807130108682673,0.000997902440607582,0.0005520637369867661,0.7614260217365373,0.019958048812151713,0.011041274739735362,0.9999999985028688,0.0,0.0,-5.471985291573386e-05,0.00013401319129475076,0.0020273779976858323,0.015011543569682644,0.00011500891271398963,0.0019718403189640404,0.015044564603249612,193,0.9674780705491404,0.9633985951585398,0.8785131733013514,0.6190283110179134,0.0470216168615582,0.04607774588066771,0.017925454883548773
2.1,2.15,0.037642056025542894,0.0014057339994363897,9.351759235332806e-06,0.7528411205108605,0.028114679988727895,0.0001870351847066568,0.9999999941038935,0.0,0.0,0.00010859195604546074,0.00011500891271398963,0.0019718403189640404,0.015044564603249612,0.00013786110352760758,0.0020057726549304717,0.015010152218522787,189,0.9176973388593935,0.9111809116869506,0.8720246959495978,0.682710963462181,0.04807108780901098,0.0648716882415026,0.014980658370968559
2.15,2.2,0.037107103334487246,0.001519910522505499,0.00018627962676523362,0.7421420666897409,0.030398210450109816,0.003725592535304653,0.9999999995744185,0.0,0.0,2.9174696969329102e-05,0.00013786110352760758,0.0020057726549304717,0.015010152218522787,0.0001409775004916676,0.0020233748371374424,0.01507610127656208,184,0.9250451993254225,0.8618784383376028,0.8177674368143166,0.7109484060585592,0.08529166874391937,0.02168236445225142,0.01817316244655712
2.2,2.25,0.03764409613468747,0.001383658765311388,0.00013714655809887318,0.7528819226937521,0.027673175306227857,0.002742931161977473,0.99999999806553,0.0,0.0,6.220080399858253e-05,0.0001409775004916676,0.0020233748371374424,0.01507610127656208,0.00013386293872345742,0.002009722742166267,0.015038313426442658,185,1.0,0.8769487500140544,0.8711476515843843,0.6174029993111259,0.036717029071492,0.10063485317301217,0.013295583775660362
2.25,2.3000000000000003,0.038222418343388784,0.0008964488932236103,0.0007880721814540056,0.7644483668677716,0.01792897786447211,0.015761443629080028,0.9999999994489497,0.0,0.0,-3.319789938546395e-05,0.00013386293872345742,0.002009722742166267,0.015038313426442658,0.00012588326400607793,0.0019920477443874833,0.015019410087572002,194,0.9501341858798307,0.909418691149784,0.8998015262408356,0.645502663802986,0.06992923610589769,0.021061333206563386,0.02214116572553152
2.3000000000000003,2.35,0.03815742446036913,0.0012001108463495856,-0.0005464355596099171,0.7631484892073853,0.024002216926991796,-0.01092871119219838,0.9999999993052758,0.0,0.0,3.727530314796737e-05,0.00012588326400607793,0.0019920477443874833,0.015019410087572002,0.00012234859714826501,0.0020141124398737097,0.015049734047328955,189,0.9251296784072673,0.9158778208538753,0.8257571758862616,0.5830786381258315,0.03921525301278651,0.09677880793757906,0.021761665324391836
2.35,2.4000000000000004,0.03777293218978925,0.001246337851355379,0.00029454144782263216,0.755458643795781,0.024926757027107446,0.005890828956452611,0.9999999999998604,0.0,0.0,-5.282306977598709e-07,0.00012234859714826501,0.0020141124398737097,0.015049734047328955,0.00014662693172523504,0.002016084390355472,0.015021651961152686,178,0.9389756172380631,0.915838164922174,0.8472126976231218,0.6322109682312337,0.042875248951444594,0.022311293427774364,0.01373401128591701
2.4000000000000004,2.45,0.037408590932357814,0.000907033643414961,-0.00020087642621829124,0.748171818647159,0.018140672868299283,-0.004017528524365839,0.9999999997399605,0.0,0.0,2.2805244402630125e-05,0.00014662693172523504,0.002016084390355472,0.015021651961152686,0.00010978616257305626,0.002035059332728227,0.01501881424942979,180,0.9230615323385043,0.9024282531385504,0.8696894163831143,0.63805708063938,0.015275902711015948,0.05391102072759444,0.015249111344195907
2.45,2.5,0.03780422134640141,0.00176937516933936,0.0004987745064169163,0.756084426928031,0.035387503386787325,0.009975490128338363,0.9999999997704615,0.0,0.0,-2.1426081301699854e-05,0.00010978616257305626,0.002035059332728227,0.01501881424942979,0.00012994212791467722,0.0020068475004160926,0.015048376738112384,190,0.9299962208179039,0.9283172510081988,0.8304964845032146,0.5326677550840573,0.0,0.13003473737970378,0.016210055997105986
2.5,2.5500000000000003,0.037998420633112345,0.0012876383076853835,0.00043530786901551104,0.7599684126622429,0.025752766153707533,0.008706157380310175,0.9999999817089098,0.0,0.0,0.00019126468571924288,0.00012994212791467722,0.0020068475004160926,0.015048376738112384,0.00013896922614969415,0.0020087113075007487,0.015040709924637782,180,0.8894780563932356,0.9170699842007601,0.8840041921335609,0.6743365692802384,0.07715760096392173,0.08276415223378746,0.015857112997519705
2.5500000000000003,2.6,0.03865511040401113,0.0016602951511759088,8.111924904753957e-06,0.7731022080802253,0.03320590302351829,0.0001622384980950797,0.9999999941235129,0.0,0.0,0.00010841113496416494,0.00013896922614969415,0.0020087113075007487,0.015040709924637782,0.0001608359357066433,0.0019889299096208794,0.01500746530328552,179,0.9419593110692783,0.9248625193141092,0.8342464008219278,0.6985234493310897,0.014847421325878449,0.08406098856191163,0.01754738228018943
2.6,2.6500000000000004,0.03669544963488385,0.0018364581457588295,-0.00011731644570654601,0.7339089926976731,0.036729162915176396,-0.0023463289141309076,0.9999999967220586,0.0,0.0,8.096840606596239e-05,0.0001608359357066433,0.0019889299096208794,0.01500746530328552,0.00013719289850022616,0.0019657938191783193,0.015025697156561154,179,0.9251401045828795,0.9273877398422735,0.8460916979273928,0.5788265083575949,0.07392326657006318,0.060577821973420404,0.01756108828152613
2.6500000000000004,2.7,0.037868286254555975,0.001501151603899823,-4.3708927256296406e-05,0.7573657250911222,0.030023032077996566,-0.0008741785451259312,0.9999999923250126,0.0,0.0,-0.00012389501548262484,0.00013719289850022616,0.0019657938191783193,0.015025697156561154,0.00019734236286708627,0.0019909968143029273,0.015040544837059182,195,1.0,0.884289046894617,0.8867298241073681,0.657508630160095,0.05159387902504528,0.051762692811451225,0.01936419938929122
2.7,2.75,0.038585722611821055,0.0018211938419852832,-3.142528619853317e-05,0.7717144522364239,0.03642387683970579,-0.0006285057239706657,0.9999999949339609,0.0,0.0,-0.00010065822464323596,0.00019734236286708627,0.0019909968143029273,0.015040544837059182,0.00018735143294098706,0.0019893556429587365,0.015045973631188035,175,0.9724227931216962,0.9199256557030371,0.8701801861664676,0.6423651431832896,0.0749773965885911,0.035037524527180994,0.018246786524670676
2.75,2.8000000000000003,0.03784010783334582,0.0019505552571535399,-0.0005385211676236085,0.7568021566669124,0.03901110514307059,-0.010770423352472112,0.99999999242462,0.0,0.0,0.00012308842333144126,0.00018735143294098706,0.0019893556429587365,0.015045973631188035,0.00017919686764427406,0.0020017353228608536,0.015044333373136974,180,0.9603680792277153,0.8847332717973807,0.8584141524254219,0.6791216699563234,0.054427933032841755,0.07866323146720897,0.011769109766991108
2.8000000000000003,2.85,0.03865442436351121,0.0019140932653783664,-0.000551127444166966,0.7730884872702268,0.03828186530756746,-0.011022548883339358,0.9999999995057756,0.0,0.0,-3.143960835482741e-05,0.00017919686764427406,0.0020017353228608536,0.015044333373136974,0.00020741557573080143,0.0019812690269750536,0.015044605259389587,180,0.9363020861062655,0.9494443905821472,0.8440709228452974,0.6768971135690003,0.07711845159197472,0.06334014712897118,0.019973617068465333
2.85,2.9000000000000004,0.03775664299090602,0.0016793333171851816,-0.0002837528718502063,0.7551328598181163,0.033586666343703456,-0.005675057437004096,0.9999999901475953,0.0,0.0,-0.0001403738196494945,0.00020741557573080143,0.0019812690269750536,0.015044605259389587,0.00014353212193692194,0.002013483622150212,0.015044654081008612,197,0.9166718565380682,0.9211121644713985,0.8651552417460122,0.6097570331881416,0.05297579187497324,0.003858259438564285,0.017438154342342027
2.9000000000000004,2.95,0.03739166465320596,0.0015571574937088333,0.0006515402986569948,0.7478332930641218,0.031143149874176778,0.013030805973139943,0.9999999980987946,0.0,0.0,6.166369084727275e-05,0.00014353212193692194,0.002013483622150212,0.015044654081008612,0.0002143619946345654,0.0020258590902425184,0.015054145515838536,173,0.900228616050486,0.922977883061145,0.8324139035823996,0.7613137620469566,0.012643080174355989,0.0711077986088047,0.021061247211758987
2.95,3.0,0.03775844043286842,0.001840132804389484,0.00039092050616739555,0.755168808657371,0.03680265608778981,0.007818410123347939,0.9999999959689877,0.0,0.0,8.978877804942395e-05,0.0002143619946345654,0.0020258590902425184,0.015054145515838536,0.0002116067916206775,0.0019965346650406535,0.015057586442223388,186,0.9501042743819526,0.9067812224540092,0.8599177780111817,0.6976093496389435,0.07315544401035945,0.0815014542316765,0.018473086436871858
3.0,3.0500000000000003,0.03689244396443119,0.001206859526841734,-9.941388593760689e-05,0.7378488792886199,0.024137190536834552,-0.0019882777187521274,0.9999999934366344,0.0,0.0,0.0001145719475102555,0.0002116067916206775,0.0019965346650406535,0.015057586442223388,0.00016848630443617944,0.0020031952369331733,0.01503993503749455,189,0.9450891435230858,0.8980469042610234,0.8504183573604459,0.6816891157453545,0.06111295996039116,0.08526455792151708,0.02198295770895619
3.0500000000000003,3.1,0.03787577262541914,0.001471085201633264,0.00029220879672544676,0.7575154525083856,0.029421704032665384,0.0058441759345089555,0.9999999863146831,0.0,0.0,-0.0001654407253493389,0.00016848630443617944,0.0020031952369331733,0.01503993503749455,0.00015568888644541432,0.0019957802433565198,0.015033642071547735,195,0.9198916573678874,0.9255368568557302,0.869635405023656,0.6299870136577439,0.05821034648887756,0.07665624446535402,0.020828039841060127
