n_feat_ratio,track_success,inlier_ratio,feature_dispersion,reproj_norm,blur_indicator,reflection_indicator,preint_norm,rho_target
0.93,0.946748582543853,0.9266328751151683,0.8468742357605687,0.32978423172903965,0.04060645083407655,0.1138572893266703,0.28365218663910996,0.8636124153387701
0.945,0.9633660614025419,0.8957812156921423,0.8666661330288716,0.31847080590175186,0.12419283595806452,0.017028242077145934,0.21383985521936746,0.916571484252586
0.925,0.9698564562901365,0.9040282599100601,0.8485220639526952,0.38570904745466766,0.0640792889218142,0.061222415938955554,0.24077474727994302,0.8843365524932756
0.935,0.8975729453655922,0.922291373778391,0.8267615832269964,0.37774384706984176,0.03386864605699996,0.028792177023066134,0.2179236282777646,0.9034118146882536
0.925,0.9568502272701788,0.9152016005359793,0.8788622663201,0.2720032101105238,0.04011097631432927,0.06583714615201036,0.2691169750144944,0.9205562726891969
0.94,0.9363444247228714,0.8998393963510075,0.8599032697222304,0.32470257681635534,0.02425228488402474,0.018992478219739324,0.17535272243884426,0.8626016773163185
0.905,0.8974075157835693,0.940427388191588,0.8131417900127393,0.34337276694048385,0.012433756163560947,0.08050838284500925,0.2489612650604709,0.9138736676707888
0.975,0.935046141491209,0.9565645005820148,0.8787245044247031,0.3119883338683905,0.015886674625965054,0.04918336632310951,0.2523471342762896,0.932936342737452
0.925,0.9430220927518523,0.9089695707084215,0.8683382166534349,0.3301194272431628,0.0388235290622682,0.07158727824036923,0.26275521811512537,0.8756001865051898
0.91,0.9829837523545755,0.8957410940462446,0.8684055229399337,0.3546551922170194,0.0,0.04004112966536457,0.2516125098332068,0.8819171918234134
0.935,0.9451475980212486,0.9530885222204515,0.8862103340305169,0.3138967548276002,0.028156443115631185,0.06510223364611989,0.23515370864841872,0.9563985298590222
0.955,0.9754504867795587,0.8856417549798881,0.8714234430308794,0.30863177122003216,0.053255010952575656,0.07005231820918756,0.20421130676377164,0.874353411507257
0.94,0.9283801912889674,0.892427510178575,0.8504014296026071,0.30139316444424985,0.0004448519776249632,0.08519356935981379,0.20581577533808726,0.9022465144124435
0.945,0.9595791055301258,0.9065078723096134,0.9389422107399666,0.26232808170858973,0.03237383118211267,0.034115762359135174,0.1796102826688576,0.916325868077929
0.955,0.9023324181825502,0.9366621590240549,0.8532906623481886,0.30242902996217375,0.06266935990687753,0.022370869537227257,0.2513900565588177,0.932785767282747
0.905,0.9374745959371341,0.8701258118534739,0.8943924877141054,0.22754029065759007,0.027181992675037105,0.032197179096178266,0.22319198177680508,0.895996840532173
0.95,0.9370056226290335,0.9059615542610763,0.8787571917169754,0.3314162038613679,0.07150315982500777,0.029994442058162162,0.22942639044091517,0.8594923774481186
0.895,0.9641672336319598,0.9560246509655507,0.8388044555741028,0.3232678783480831,0.10774640533177844,0.03570760317263737,0.1965361988845284,0.9205084211291856
0.95,0.9052646519079439,0.9121154659542057,0.8655548882432831,0.2943606126724027,0.0653600923915328,0.05177826169039552,0.18969292363583634,0.8965976071935412
0.955,0.9377619746316066,0.8841051696764851,0.8461794030457146,0.3183727358063655,0.0,0.09313760484981187,0.19772735985086176,0.8883145340325701
0.905,0.9338513342395333,0.9129081537353667,0.8212980784408395,0.2705796144941206,0.020310958899075703,0.0,0.17553864183706713,0.9339278837555952
0.935,0.9415420630329724,0.8621027503747357,0.8523668043716461,0.31713421974065104,0.00044684914252435953,0.029824424830451945,0.26087106272916105,0.90267536948384
0.95,0.9479025277498084,0.9197652561973537,0.8655875166479984,0.27576676648416537,0.09669998544089663,0.03142635897173471,0.2382696743939133,0.8796002672071672
0.94,0.9816099021744877,0.9049716441651289,0.8576424201110351,0.3567632601429868,0.0790254242779043,0.07016177631808679,0.2234588543690511,0.9054911930696864
1.005,0.9407724875408772,0.9135652552776474,0.8731865142488279,0.2985907551365236,0.049516207290197053,0.06836844448880579,0.19501208914239462,0.8940941987493924
0.92,0.9336626395870443,0.9226955876341297,0.8747963193816437,0.2988399506324927,0.08255116664590172,0.07712265886148033,0.2535130190745581,0.9242222216663458
0.925,0.9520184233560285,0.8764013953457124,0.8669783697918211,0.2897263899659372,0.07203745593443124,0.0062146041036298255,0.24322040059084185,0.8860984189265387
0.88,0.9501195091536576,0.9245293480121815,0.8657068643662909,0.29301909903646806,0.0,0.07192999176372981,0.22479955270301036,0.8453858530139046
0.895,0.962534113719921,0.9293095810385593,0.8522109079713847,0.2999591074645944,0.03821686890119362,0.03955252309689725,0.27091067535503965,0.9087349824555552
0.915,0.9426285449449863,0.9008114302718988,0.8279157125151999,0.30228823392153414,0.028760679813987302,0.03161893370515556,0.28104293915744477,0.8641073103199788
0.915,0.9488174125864584,0.858927313827375,0.819645622571193,0.28380630399671114,0.053011600501021654,0.07155671267747223,0.2149855092535634,0.8772956546499173
0.92,0.9056414355604816,0.8987821273293446,0.7965290298752419,0.32375063653602815,0.02973732793104621,0.10662971664978166,0.15127086701339296,0.8903008442645329
0.92,0.9196738793855056,0.9223411138742421,0.8677692500371492,0.35037018536889647,0.049019094282912797,0.07816690182771614,0.24111033247210334,0.917862692689687
0.965,0.8996209485211498,0.8963945061401534,0.8632115997143485,0.34731992239390436,0.09355565047491413,0.06283187831093336,0.14445412868855134,0.9120527882465386
0.955,0.9554548992721242,0.9059114187001887,0.8571969618894046,0.2963615851309202,0.05558886509866316,0.01532066560609438,0.14547989640634768,0.9218224081245078
0.945,0.9179083296658196,0.899926005534947,0.8660932870706203,0.2512204309516651,0.020259700629253228,0.09541019892855045,0.14884889011716496,0.9283468433427728
0.93,1.0,0.9625525236765828,0.8284538236677917,0.32830273997880444,0.055314258134390226,0.07410209253640303,0.25851840953635485,0.9146440071873622
0.89,0.9193098485584743,0.9308935351491822,0.861465727273414,0.3028931696115444,0.0080857281271575,0.06599697743531621,0.20332832096267073,0.9672944275400139
0.935,0.8955353026697548,0.9520131665429897,0.8580758491718977,0.36631059334030114,0.07995491293657674,0.08519660751228825,0.22883344787408394,0.9257510244275887
0.91,0.978298862640587,0.9488562949109938,0.8829172489441175,0.34825818239926787,0.056807509489309425,0.05404417931912214,0.244739199865394,0.8887053050916732
0.96,0.8983348989577069,0.8857321617365962,0.8659835309263239,0.2781329000170566,0.03885059164588424,0.024540867549268146,0.2286926476269245,0.9000551682058833
0.92,0.9165714651377742,0.9159797614575462,0.8846645226227334,0.3312763440755165,0.025482999836191105,0.02551975522154946,0.2716612279997847,0.9041044919564304
0.985,0.8838127713891621,0.8713344499833836,0.8678313457483141,0.31504941532856423,0.05433270840386248,0.10139590574375237,0.2472836254378556,0.870570535319748
0.92,0.9701868309266303,0.9090554420210684,0.8702096927876931,0.3033875208925433,0.0562201154836493,0.045876721718883864,0.22613523075386485,0.9062922860329924
0.91,0.9788694072883457,0.9005611278590098,0.87455348895728,0.30365198781391445,0.05579070076015294,0.019291150198925265,0.17135543462192013,0.9032811957058893
0.935,0.9182025141559103,0.9405432611680131,0.8648166104934614,0.2501377189487628,0.03752539632194594,0.02367348097707395,0.2449394519550152,0.8788327902438858
0.935,0.9207393640785466,0.9054186191123685,0.8385745468308576,0.3239577697413626,0.04443793472122849,0.03820162424728744,0.206338514384653,0.8924763453903998
0.975,0.9298952075367023,0.9429431136510873,0.8701326462894579,0.3089204382965676,0.042696907082473305,0.07929678871238446,0.2227933627182276,0.8858548340427058
0.895,0.9488410605069663,0.9123881288928599,0.847934606257807,0.27785414048002116,0.0458703551830214,0.08776427759289335,0.20261696385868877,0.8359436255206044
0.915,0.9355357369521412,0.9101514347027401,0.8651389862637063,0.30100338131233745,0.04592782251190196,0.010043460231789127,0.272574802023193,0.8955554596939204
0.94,0.9527404686830793,0.8828893768505948,0.8622492230855039,0.29917216382044365,0.0474160704457051,0.06085347645996961,0.23261623707270104,0.8852202182603582
0.965,0.9206860541918327,0.880279295619364,0.869036018178682,0.3055432455027633,0.017294929811668518,0.07370066574857614,0.27030203879137726,0.9037529079303654
0.88,0.9569964104606353,0.908060267447349,0.8404939232767453,0.2790934295657673,0.06959388690400775,0.0045146640683996694,0.2346000593737325,0.8850181933779661
0.92,0.9354616725492191,0.8892084967261361,0.8629404497248925,0.30500108908320733,0.056962619984868894,0.07941535419024157,0.23746334270124472,0.9126923472878989
0.875,0.9411345316533588,0.8836636236369183,0.85191470535219,0.3251311770991115,0.05762435514330884,0.10255495976102035,0.19350738709981638,0.8803130450559886
0.935,0.9374464417610178,0.9551889528352028,0.8655503164782795,0.3257662266346492,0.02307598375508599,0.09745901149900482,0.23300749144126165,0.861782476242653
0.925,0.9545540962700831,0.8909786199964972,0.841478833800389,0.2941120294913343,0.05527615107458045,0.049723905499278506,0.19794533152602123,0.9253212448769157
0.97,0.9677259307347295,0.9156603750274683,0.8790513050643519,0.282865268547009,0.1113680843880983,0.05917893294825169,0.25469492320349874,0.9021562883968387
0.87,0.9065117411762482,0.881678611055411,0.8815125690757062,0.2949235357282368,0.06323526260391879,0.047179550363309584,0.24067387786393413,0.8761713190353169
0.98,0.9184290847412357,0.8758323482405547,0.8716609619288925,0.2619650856708422,0.010733260784800885,0.0495109787277975,0.21805930439023416,0.8892005292305936
0.895,0.9210006059341916,0.9064020077916902,0.8386023952028165,0.32093282162195064,0.061236994244171304,0.05650485499817187,0.17061926106786895,0.9003026017461837
0.93,0.9752654224933918,0.8974259414755449,0.8784167193234248,0.32926102770780447,0.043015136048221436,0.05412974834014443,0.21788883452437147,0.8581596369853386
0.905,0.9353910507763178,0.8959757596418153,0.8366249952434592,0.33847663923535826,0.07660897935214403,0.0,0.2507377162248571,0.9067101113249669
0.96,0.9790223742236899,0.9014763075187455,0.8472814278490238,0.2739935620433754,0.058948479714834225,0.0,0.25330238630208474,0.8922257627122858
0.97,0.9373482916418382,0.959299989992732,0.8304110315988147,0.2999302743978924,0.043541757321497516,0.031047356816668866,0.25056100109053125,0.8929041653743229
0.915,0.9476968667051774,0.9563955299510463,0.8451008225863723,0.286137611303349,0.020006309677175142,0.058711451909361764,0.2574857510165317,0.9219896168179748
0.915,0.9271172489158348,0.8832113246122568,0.8221499203064501,0.28748901625441586,0.055322632724040546,0.00338720094701922,0.20185157464219924,0.917005452678696
0.945,0.8827911895955005,0.890473813251551,0.7818386964171659,0.3275591100922288,0.03139150435654288,0.0,0.23763191161145233,0.9353550751041846
0.925,0.9233956864571886,0.8866407657212252,0.8600759407678635,0.3000067802206583,0.04327766835463982,0.005930137515845035,0.19099619773284385,0.8928627699419189
0.92,0.8660715305496751,0.9259417968943614,0.8668046034541876,0.3132975279372922,0.11812435086539155,0.04764485113344001,0.2449250171114109,0.9238700559527343
0.98,0.9305902271895519,0.8892407149630166,0.9000305615719769,0.3258737073928934,0.01634710187340973,0.0434015088738899,0.2126853549293059,0.9121533191118842
0.935,0.9394896142066256,0.9015738925287592,0.8610406724131376,0.33518415070977264,0.017952419809735325,0.09865859471505861,0.22477712996913177,0.8856014313007445
0.9,0.9507080968188393,0.9195109289042134,0.880030029612422,0.3318491947758755,0.005242857986348076,0.03366690736579206,0.22152563073659215,0.9398853363572798
0.92,0.9373715174388201,0.9395473505050927,0.8479484514480047,0.28557485376595115,0.0,0.06011916613563589,0.15479345839162448,0.9394519774661194
0.925,0.8862090782901745,0.9197879107881397,0.9073677348481094,0.30567289760212174,0.06667663860264575,0.018057543210161606,0.24587066596325194,0.9336689702749698
0.955,0.9762046161975001,0.889928428690726,0.831495871483881,0.30677652948194317,0.0659496137135189,0.0545072901430961,0.26637361330020987,0.9029778007442869
0.935,0.9116534531383322,0.9205254232554461,0.8660044699768552,0.2861228572681918,0.05517344280092058,0.05544392806872328,0.1966548325500863,0.9004708722167792
0.93,0.906274147255644,0.916545981115595,0.8227402247314994,0.28952142822493077,0.022779682947817615,0.00906906290688926,0.17653954974045027,0.9258671360210387
0.935,0.9490150808018789,0.8908488761662986,0.8513268192477533,0.28523875686944306,0.040969279813555325,0.038517598679918885,0.19888176332118063,0.9243150108377053
0.885,0.9392848658581515,0.9177058931313422,0.8517413031017814,0.33172631248530793,0.08988739319400482,0.034465915071910505,0.25240799618279935,0.8749022276581213
0.895,0.9183315241871316,0.9309536624749967,0.8662429818091592,0.2658860663946539,0.028931147301071134,0.031403180730580606,0.1833902093768337,0.8897962071260684
0.91,0.9760706014834888,0.9005647598540046,0.8277103915377834,0.29330353987023455,0.04130465907070956,0.05764292132958712,0.27529440032053326,0.8644853999410831
0.915,0.9157603845732754,0.9124398384936987,0.8228273267688423,0.28329217976056903,0.04914926122556668,0.08788158470165221,0.19823765143043248,0.9110495322696622
0.975,0.9409548172989705,0.8842819085245701,0.8157944167231053,0.27669071222274305,0.02578497818805072,0.03832960539958859,0.19482419721582897,0.9157648167416159
0.96,0.9236919240805981,0.883000854334523,0.8809202363959597,0.3123356212721328,0.05001990756324139,0.04624476302531154,0.21377525326886423,0.9189396114866056
0.915,0.9431435252399201,0.8894037821757873,0.8738818687499721,0.32225926440217767,0.0,0.04268098820341376,0.2505443505291294,0.9447425090896573
0.885,0.9222439751113386,0.971641418867919,0.8629177274901463,0.28989585986182276,0.07421319718419117,0.08456796522058667,0.2528485449803131,0.8555350043270443
0.875,0.9386971581214454,0.9496536338487194,0.832437611472077,0.2747360251553593,0.042008238139511433,0.05940759540071172,0.2332353380781638,0.8839295152135271
0.94,0.9441141960407611,0.9538166357059578,0.8692112739216887,0.3211509338652862,0.05115502586087078,0.07315463008695386,0.2801164889587614,0.8777856916667761
0.915,0.8956787821082198,0.9046580509801352,0.8320215582862549,0.35518073123534905,0.05180996424091819,0.0727832410331119,0.20215379495597094,0.8986456631835193
0.935,0.950582530878426,0.887046224288412,0.8667465610669041,0.305430290743065,0.020533134100699017,0.018193188301741603,0.2750149090493987,0.9415536137839053
0.96,0.96152292694426,0.9004041167479524,0.8639456730582205,0.29183241304951235,0.08364332543338225,0.06622759124483134,0.1831704390671111,0.8988027467402816
0.915,0.8891365334698719,0.9150877342269617,0.8766948667574324,0.30695213774832464,0.08262259455384814,0.030273458278732436,0.20876807579714132,0.9274433172271584
0.925,0.9341304932642748,0.8584052686459753,0.8239802078362644,0.25735835360223003,0.03469623508228231,0.02539740250865173,0.2329158083420648,0.8800120244270131
0.955,0.9617500807803839,0.89107535831375,0.8815119259619896,0.2944279440346389,0.1001769215233475,0.03978188923310755,0.16514683633450664,0.8916236054159491
0.97,0.937499375694043,0.939959581739761,0.8659514338302612,0.36625827517604415,0.055101323608761826,0.07918739148012147,0.2607317203963706,0.8965191283962101
0.905,0.9321059918136185,0.8788047492147684,0.8494484883201655,0.3429192799112363,0.07168419199272297,0.04104206115688466,0.199818007745394,0.8796436045103986
0.875,0.9202446344422374,0.9143704820180125,0.8544962543641534,0.3401541739627071,0.0070945843724845095,0.052724692755209766,0.17996802628061892,0.9411388460335846
0.895,0.9578985500281565,0.9191458329640193,0.8250532628545176,0.33520713731319285,0.049749660309810616,0.11777720455201757,0.22984612798959322,0.8958081894329246
0.945,0.9058834547605841,0.9095123516910238,0.8678481383862174,0.3221477066254678,0.05957835174644979,0.02545101708524832,0.18469619729130884,0.9233367633630621
0.89,0.9686020123181716,0.8802575516344847,0.9037318109916067,0.3648830195016318,0.11340938780051277,0.039290070965860784,0.20863019701253163,0.8348947298597466
0.925,0.9607814985607629,0.8887565033883674,0.8925999860453881,0.3527524267406348,0.02000438251514998,0.03900696999002619,0.1769234568307604,0.9185876166262192
0.895,0.921975175456199,0.8966846175068475,0.8426655609483615,0.2710167949879831,0.05455075461581536,0.07754159619950132,0.2667148205525637,0.9339798173691537
0.935,0.9242965205151563,0.9117439126458612,0.8384353545643589,0.3881559845749387,0.07062886627243092,0.05797300956156602,0.16151091708514964,0.9055004562558457
0.925,0.9715272055071508,0.9062294499609412,0.8865393534285758,0.3128733789913354,0.03325137259977264,0.04521419725355378,0.21294725704057316,0.8973929019047326
0.97,0.956334025283581,0.9363215015691012,0.8578097467151508,0.3000712324427293,0.0328921258368535,0.04500387132432415,0.22351851429841485,0.9238740668451786
0.95,0.9072406056476514,0.9384699660042836,0.8749703999804991,0.28241547520208604,0.029279814010986404,0.02344074302473243,0.18394811264379896,0.8968883861591306
0.94,0.9381612401945725,0.8957179991463812,0.8152823058051839,0.3290855184320735,0.05354371960546832,0.08286070852614756,0.20723011897985855,0.896783474735632
0.935,1.0,0.9245182057833092,0.859074708823307,0.2945871077703103,0.05900854376779468,0.041418448285950586,0.20807222427678992,0.8638759208972365
0.86,0.9376814676463164,0.9103002996917382,0.8288540598560897,0.33561505631410793,0.05009178414654346,0.047041773875362125,0.18962833703966733,0.8559865986359134
0.96,0.8820747318523577,0.9227134554632196,0.8875536363803441,0.27220530152640104,0.06034911038703877,0.04618449107206169,0.2162774675534199,0.9498770627490217
0.975,0.9331518392935119,0.8989888830141974,0.8573500111239405,0.3176910474723119,0.05439470926258072,0.01366866054933013,0.25624451010690336,0.897160617869527
0.945,0.9547285300663314,0.9239365850809858,0.8567782007931162,0.3001398862722235,0.03358760413817784,0.08656372929871275,0.2398091412116516,0.8609283992393751
0.93,0.939914249634608,0.9064886203585031,0.8532941081345721,0.3238645763362737,0.0308894292305518,0.06819344433794775,0.18317837403425238,0.9013925208703693
0.9,0.9227188105615719,0.9221537448265366,0.8860538815540278,0.3390739421350577,0.024564522898929377,0.020139141593832625,0.26224723183368903,0.9302107694456503
0.9,0.9301872973898628,0.9122888094702873,0.8512878447823166,0.3137871078769888,0.07425437928512466,0.04322020022595999,0.2294935491564413,0.9202308341935806
0.965,0.911526786375839,0.88595782233452,0.850092252905444,0.28940931878379206,0.05692888574772141,0.027384908958404265,0.2347852894231058,0.9204100832628069
0.985,0.9149921659532964,0.9357337207829403,0.8788433119327169,0.34121071257946284,0.07268735370604826,0.033676619825565836,0.2560549369810623,0.9199570292948073
